MetaStock(tm) data file \\#AAAGX\,,,,,,,,,
TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,O/I
#AAAGX,D,01/10/2007,00:00:00,5.5,5.5,5.5,5.5,0,0
#AAAGX,D,01/11/2007,00:00:00,5.559999943,5.559999943,5.559999943,5.559999943,0,0
#AAAGX,D,01/12/2007,00:00:00,5.590000153,5.590000153,5.590000153,5.590000153,0,0
#AAAGX,D,01/16/2007,00:00:00,5.590000153,5.590000153,5.590000153,5.590000153,0,0
#AAAGX,D,01/17/2007,00:00:00,5.579999924,5.579999924,5.579999924,5.579999924,0,0
#AAAGX,D,01/18/2007,00:00:00,5.53000021,5.53000021,5.53000021,5.53000021,0,0
#AAAGX,D,01/19/2007,00:00:00,5.550000191,5.550000191,5.550000191,5.550000191,0,0
#AAAGX,D,01/22/2007,00:00:00,5.519999981,5.519999981,5.519999981,5.519999981,0,0
#AAAGX,D,01/23/2007,00:00:00,5.53000021,5.53000021,5.53000021,5.53000021,0,0
#AAAGX,D,01/24/2007,00:00:00,5.610000134,5.610000134,5.610000134,5.610000134,0,0
#AAAGX,D,01/25/2007,00:00:00,5.539999962,5.539999962,5.539999962,5.539999962,0,0
#AAAGX,D,01/26/2007,00:00:00,5.53000021,5.53000021,5.53000021,5.53000021,0,0
#AAAGX,D,01/29/2007,00:00:00,5.519999981,5.519999981,5.519999981,5.519999981,0,0
#AAAGX,D,01/30/2007,00:00:00,5.539999962,5.539999962,5.539999962,5.539999962,0,0
#AAAGX,D,01/31/2007,00:00:00,5.590000153,5.590000153,5.590000153,5.590000153,0,0
#AAAGX,D,02/01/2007,00:00:00,5.619999886,5.619999886,5.619999886,5.619999886,0,0
#AAAGX,D,02/02/2007,00:00:00,5.630000114,5.630000114,5.630000114,5.630000114,0,0
#AAAGX,D,02/05/2007,00:00:00,5.619999886,5.619999886,5.619999886,5.619999886,0,0
#AAAGX,D,02/06/2007,00:00:00,5.619999886,5.619999886,5.619999886,5.619999886,0,0
#AAAGX,D,02/07/2007,00:00:00,5.639999866,5.639999866,5.639999866,5.639999866,0,0
#AAAGX,D,02/08/2007,00:00:00,5.650000095,5.650000095,5.650000095,5.650000095,0,0
#AAAGX,D,02/09/2007,00:00:00,5.590000153,5.590000153,5.590000153,5.590000153,0,0
#AAAGX,D,02/12/2007,00:00:00,5.559999943,5.559999943,5.559999943,5.559999943,0,0
#AAAGX,D,02/13/2007,00:00:00,5.590000153,5.590000153,5.590000153,5.590000153,0,0
#AAAGX,D,02/14/2007,00:00:00,5.650000095,5.650000095,5.650000095,5.650000095,0,0
#AAAGX,D,02/15/2007,00:00:00,5.670000076,5.670000076,5.670000076,5.670000076,0,0
#AAAGX,D,02/16/2007,00:00:00,5.670000076,5.670000076,5.670000076,5.670000076,0,0
#AAAGX,D,02/20/2007,00:00:00,5.690000057,5.690000057,5.690000057,5.690000057,0,0
#AAAGX,D,02/21/2007,00:00:00,5.699999809,5.699999809,5.699999809,5.699999809,0,0
#AAAGX,D,02/22/2007,00:00:00,5.690000057,5.690000057,5.690000057,5.690000057,0,0
#AAAGX,D,02/23/2007,00:00:00,5.670000076,5.670000076,5.670000076,5.670000076,0,0
#AAAGX,D,02/26/2007,00:00:00,5.630000114,5.630000114,5.630000114,5.630000114,0,0
#AAAGX,D,02/27/2007,00:00:00,5.429999828,5.429999828,5.429999828,5.429999828,0,0
#AAAGX,D,02/28/2007,00:00:00,5.460000038,5.460000038,5.460000038,5.460000038,0,0
#AAAGX,D,03/01/2007,00:00:00,5.440000057,5.440000057,5.440000057,5.440000057,0,0
#AAAGX,D,03/02/2007,00:00:00,5.369999886,5.369999886,5.369999886,5.369999886,0,0
#AAAGX,D,03/05/2007,00:00:00,5.320000172,5.320000172,5.320000172,5.320000172,0,0
#AAAGX,D,03/06/2007,00:00:00,5.420000076,5.420000076,5.420000076,5.420000076,0,0
#AAAGX,D,03/07/2007,00:00:00,5.409999847,5.409999847,5.409999847,5.409999847,0,0
#AAAGX,D,03/08/2007,00:00:00,5.449999809,5.449999809,5.449999809,5.449999809,0,0
#AAAGX,D,03/09/2007,00:00:00,5.460000038,5.460000038,5.460000038,5.460000038,0,0
#AAAGX,D,03/12/2007,00:00:00,5.480000019,5.480000019,5.480000019,5.480000019,0,0
#AAAGX,D,03/13/2007,00:00:00,5.369999886,5.369999886,5.369999886,5.369999886,0,0
#AAAGX,D,03/14/2007,00:00:00,5.409999847,5.409999847,5.409999847,5.409999847,0,0
#AAAGX,D,03/15/2007,00:00:00,5.429999828,5.429999828,5.429999828,5.429999828,0,0
#AAAGX,D,03/16/2007,00:00:00,5.409999847,5.409999847,5.409999847,5.409999847,0,0
#AAAGX,D,03/19/2007,00:00:00,5.46999979,5.46999979,5.46999979,5.46999979,0,0
#AAAGX,D,03/20/2007,00:00:00,5.5,5.5,5.5,5.5,0,0
#AAAGX,D,03/21/2007,00:00:00,5.610000134,5.610000134,5.610000134,5.610000134,0,0
#AAAGX,D,03/22/2007,00:00:00,5.599999905,5.599999905,5.599999905,5.599999905,0,0
#AAAGX,D,03/23/2007,00:00:00,5.599999905,5.599999905,5.599999905,5.599999905,0,0
#AAAGX,D,03/26/2007,00:00:00,5.610000134,5.610000134,5.610000134,5.610000134,0,0
#AAAGX,D,03/27/2007,00:00:00,5.570000172,5.570000172,5.570000172,5.570000172,0,0
#AAAGX,D,03/28/2007,00:00:00,5.519999981,5.519999981,5.519999981,5.519999981,0,0
#AAAGX,D,03/29/2007,00:00:00,5.539999962,5.539999962,5.539999962,5.539999962,0,0
#AAAGX,D,03/30/2007,00:00:00,5.539999962,5.539999962,5.539999962,5.539999962,0,0
#AAAGX,D,04/02/2007,00:00:00,5.550000191,5.550000191,5.550000191,5.550000191,0,0
#AAAGX,D,04/03/2007,00:00:00,5.619999886,5.619999886,5.619999886,5.619999886,0,0
#AAAGX,D,04/04/2007,00:00:00,5.630000114,5.630000114,5.630000114,5.630000114,0,0
#AAAGX,D,04/05/2007,00:00:00,5.650000095,5.650000095,5.650000095,5.650000095,0,0
#AAAGX,D,04/09/2007,00:00:00,5.650000095,5.650000095,5.650000095,5.650000095,0,0
#AAAGX,D,04/10/2007,00:00:00,5.659999847,5.659999847,5.659999847,5.659999847,0,0
#AAAGX,D,04/11/2007,00:00:00,5.619999886,5.619999886,5.619999886,5.619999886,0,0
#AAAGX,D,04/12/2007,00:00:00,5.670000076,5.670000076,5.670000076,5.670000076,0,0
#AAAGX,D,04/13/2007,00:00:00,5.679999828,5.679999828,5.679999828,5.679999828,0,0
#AAAGX,D,04/16/2007,00:00:00,5.739999771,5.739999771,5.739999771,5.739999771,0,0
#AAAGX,D,04/17/2007,00:00:00,5.75,5.75,5.75,5.75,0,0
#AAAGX,D,04/18/2007,00:00:00,5.739999771,5.739999771,5.739999771,5.739999771,0,0
#AAAGX,D,04/19/2007,00:00:00,5.730000019,5.730000019,5.730000019,5.730000019,0,0
#AAAGX,D,04/20/2007,00:00:00,5.78000021,5.78000021,5.78000021,5.78000021,0,0
#AAAGX,D,04/23/2007,00:00:00,5.769999981,5.769999981,5.769999981,5.769999981,0,0
#AAAGX,D,04/24/2007,00:00:00,5.78000021,5.78000021,5.78000021,5.78000021,0,0
#AAAGX,D,04/25/2007,00:00:00,5.820000172,5.820000172,5.820000172,5.820000172,0,0
#AAAGX,D,04/26/2007,00:00:00,5.829999924,5.829999924,5.829999924,5.829999924,0,0
#AAAGX,D,04/27/2007,00:00:00,5.820000172,5.820000172,5.820000172,5.820000172,0,0
#AAAGX,D,04/30/2007,00:00:00,5.75,5.75,5.75,5.75,0,0
#AAAGX,D,05/01/2007,00:00:00,5.75,5.75,5.75,5.75,0,0
#AAAGX,D,05/02/2007,00:00:00,5.800000191,5.800000191,5.800000191,5.800000191,0,0
#AAAGX,D,05/03/2007,00:00:00,5.820000172,5.820000172,5.820000172,5.820000172,0,0
#AAAGX,D,05/04/2007,00:00:00,5.840000153,5.840000153,5.840000153,5.840000153,0,0
#AAAGX,D,05/07/2007,00:00:00,5.840000153,5.840000153,5.840000153,5.840000153,0,0
#AAAGX,D,05/08/2007,00:00:00,5.840000153,5.840000153,5.840000153,5.840000153,0,0
#AAAGX,D,05/09/2007,00:00:00,5.849999905,5.849999905,5.849999905,5.849999905,0,0
#AAAGX,D,05/10/2007,00:00:00,5.769999981,5.769999981,5.769999981,5.769999981,0,0
#AAAGX,D,05/11/2007,00:00:00,5.829999924,5.829999924,5.829999924,5.829999924,0,0
#AAAGX,D,05/14/2007,00:00:00,5.809999943,5.809999943,5.809999943,5.809999943,0,0
#AAAGX,D,05/15/2007,00:00:00,5.789999962,5.789999962,5.789999962,5.789999962,0,0
#AAAGX,D,05/16/2007,00:00:00,5.840000153,5.840000153,5.840000153,5.840000153,0,0
#AAAGX,D,05/17/2007,00:00:00,5.840000153,5.840000153,5.840000153,5.840000153,0,0
#AAAGX,D,05/18/2007,00:00:00,5.889999866,5.889999866,5.889999866,5.889999866,0,0
#AAAGX,D,05/21/2007,00:00:00,5.909999847,5.909999847,5.909999847,5.909999847,0,0
#AAAGX,D,05/22/2007,00:00:00,5.920000076,5.920000076,5.920000076,5.920000076,0,0
#AAAGX,D,05/23/2007,00:00:00,5.900000095,5.900000095,5.900000095,5.900000095,0,0
#AAAGX,D,05/24/2007,00:00:00,5.840000153,5.840000153,5.840000153,5.840000153,0,0
#AAAGX,D,05/25/2007,00:00:00,5.869999886,5.869999886,5.869999886,5.869999886,0,0
#AAAGX,D,05/29/2007,00:00:00,5.889999866,5.889999866,5.889999866,5.889999866,0,0
#AAAGX,D,05/30/2007,00:00:00,5.949999809,5.949999809,5.949999809,5.949999809,0,0
#AAAGX,D,05/31/2007,00:00:00,5.96999979,5.96999979,5.96999979,5.96999979,0,0
#AAAGX,D,06/01/2007,00:00:00,5.980000019,5.980000019,5.980000019,5.980000019,0,0
#AAAGX,D,06/04/2007,00:00:00,5.989999771,5.989999771,5.989999771,5.989999771,0,0
#AAAGX,D,06/05/2007,00:00:00,5.980000019,5.980000019,5.980000019,5.980000019,0,0
#AAAGX,D,06/06/2007,00:00:00,5.920000076,5.920000076,5.920000076,5.920000076,0,0
#AAAGX,D,06/07/2007,00:00:00,5.820000172,5.820000172,5.820000172,5.820000172,0,0
#AAAGX,D,06/08/2007,00:00:00,5.889999866,5.889999866,5.889999866,5.889999866,0,0
#AAAGX,D,06/11/2007,00:00:00,5.889999866,5.889999866,5.889999866,5.889999866,0,0
#AAAGX,D,06/12/2007,00:00:00,5.829999924,5.829999924,5.829999924,5.829999924,0,0
#AAAGX,D,06/13/2007,00:00:00,5.920000076,5.920000076,5.920000076,5.920000076,0,0
#AAAGX,D,06/14/2007,00:00:00,5.949999809,5.949999809,5.949999809,5.949999809,0,0
#AAAGX,D,06/15/2007,00:00:00,6,6,6,6,0,0
#AAAGX,D,06/18/2007,00:00:00,5.989999771,5.989999771,5.989999771,5.989999771,0,0
#AAAGX,D,06/19/2007,00:00:00,6,6,6,6,0,0
#AAAGX,D,06/20/2007,00:00:00,5.929999828,5.929999828,5.929999828,5.929999828,0,0
#AAAGX,D,06/21/2007,00:00:00,5.96999979,5.96999979,5.96999979,5.96999979,0,0
#AAAGX,D,06/22/2007,00:00:00,5.909999847,5.909999847,5.909999847,5.909999847,0,0
#AAAGX,D,06/25/2007,00:00:00,5.869999886,5.869999886,5.869999886,5.869999886,0,0
#AAAGX,D,06/26/2007,00:00:00,5.849999905,5.849999905,5.849999905,5.849999905,0,0
#AAAGX,D,06/27/2007,00:00:00,5.909999847,5.909999847,5.909999847,5.909999847,0,0
#AAAGX,D,06/28/2007,00:00:00,5.909999847,5.909999847,5.909999847,5.909999847,0,0
#AAAGX,D,06/29/2007,00:00:00,5.889999866,5.889999866,5.889999866,5.889999866,0,0
#AAAGX,D,07/02/2007,00:00:00,5.960000038,5.960000038,5.960000038,5.960000038,0,0
#AAAGX,D,07/03/2007,00:00:00,5.980000019,5.980000019,5.980000019,5.980000019,0,0
#AAAGX,D,07/05/2007,00:00:00,6.010000229,6.010000229,6.010000229,6.010000229,0,0
#AAAGX,D,07/06/2007,00:00:00,6.039999962,6.039999962,6.039999962,6.039999962,0,0
#AAAGX,D,07/09/2007,00:00:00,6.03000021,6.03000021,6.03000021,6.03000021,0,0
#AAAGX,D,07/10/2007,00:00:00,5.960000038,5.960000038,5.960000038,5.960000038,0,0
#AAAGX,D,07/11/2007,00:00:00,6,6,6,6,0,0
#AAAGX,D,07/12/2007,00:00:00,6.110000134,6.110000134,6.110000134,6.110000134,0,0
#AAAGX,D,07/13/2007,00:00:00,6.139999866,6.139999866,6.139999866,6.139999866,0,0
#AAAGX,D,07/16/2007,00:00:00,6.130000114,6.130000114,6.130000114,6.130000114,0,0
#AAAGX,D,07/17/2007,00:00:00,6.139999866,6.139999866,6.139999866,6.139999866,0,0
#AAAGX,D,07/18/2007,00:00:00,6.130000114,6.130000114,6.130000114,6.130000114,0,0
#AAAGX,D,07/19/2007,00:00:00,6.170000076,6.170000076,6.170000076,6.170000076,0,0
#AAAGX,D,07/20/2007,00:00:00,6.099999905,6.099999905,6.099999905,6.099999905,0,0
#AAAGX,D,07/23/2007,00:00:00,6.130000114,6.130000114,6.130000114,6.130000114,0,0
#AAAGX,D,07/24/2007,00:00:00,6.010000229,6.010000229,6.010000229,6.010000229,0,0
#AAAGX,D,07/25/2007,00:00:00,6.03000021,6.03000021,6.03000021,6.03000021,0,0
#AAAGX,D,07/26/2007,00:00:00,5.909999847,5.909999847,5.909999847,5.909999847,0,0
#AAAGX,D,07/27/2007,00:00:00,5.829999924,5.829999924,5.829999924,5.829999924,0,0
#AAAGX,D,07/30/2007,00:00:00,5.900000095,5.900000095,5.900000095,5.900000095,0,0
#AAAGX,D,07/31/2007,00:00:00,5.809999943,5.809999943,5.809999943,5.809999943,0,0
#AAAGX,D,08/01/2007,00:00:00,5.840000153,5.840000153,5.840000153,5.840000153,0,0
#AAAGX,D,08/02/2007,00:00:00,5.889999866,5.889999866,5.889999866,5.889999866,0,0
#AAAGX,D,08/03/2007,00:00:00,5.739999771,5.739999771,5.739999771,5.739999771,0,0
#AAAGX,D,08/06/2007,00:00:00,5.840000153,5.840000153,5.840000153,5.840000153,0,0
#AAAGX,D,08/07/2007,00:00:00,5.869999886,5.869999886,5.869999886,5.869999886,0,0
#AAAGX,D,08/08/2007,00:00:00,5.980000019,5.980000019,5.980000019,5.980000019,0,0
#AAAGX,D,08/09/2007,00:00:00,5.820000172,5.820000172,5.820000172,5.820000172,0,0
#AAAGX,D,08/10/2007,00:00:00,5.789999962,5.789999962,5.789999962,5.789999962,0,0
#AAAGX,D,08/13/2007,00:00:00,5.809999943,5.809999943,5.809999943,5.809999943,0,0
#AAAGX,D,08/14/2007,00:00:00,5.690000057,5.690000057,5.690000057,5.690000057,0,0
#AAAGX,D,08/15/2007,00:00:00,5.579999924,5.579999924,5.579999924,5.579999924,0,0
#AAAGX,D,08/16/2007,00:00:00,5.550000191,5.550000191,5.550000191,5.550000191,0,0
#AAAGX,D,08/17/2007,00:00:00,5.690000057,5.690000057,5.690000057,5.690000057,0,0
#AAAGX,D,08/20/2007,00:00:00,5.690000057,5.690000057,5.690000057,5.690000057,0,0
#AAAGX,D,08/21/2007,00:00:00,5.710000038,5.710000038,5.710000038,5.710000038,0,0
#AAAGX,D,08/22/2007,00:00:00,5.809999943,5.809999943,5.809999943,5.809999943,0,0
#AAAGX,D,08/23/2007,00:00:00,5.800000191,5.800000191,5.800000191,5.800000191,0,0
#AAAGX,D,08/24/2007,00:00:00,5.880000114,5.880000114,5.880000114,5.880000114,0,0
#AAAGX,D,08/27/2007,00:00:00,5.840000153,5.840000153,5.840000153,5.840000153,0,0
#AAAGX,D,08/28/2007,00:00:00,5.690000057,5.690000057,5.690000057,5.690000057,0,0
#AAAGX,D,08/29/2007,00:00:00,5.829999924,5.829999924,5.829999924,5.829999924,0,0
#AAAGX,D,08/30/2007,00:00:00,5.829999924,5.829999924,5.829999924,5.829999924,0,0
#AAAGX,D,08/31/2007,00:00:00,5.909999847,5.909999847,5.909999847,5.909999847,0,0
#AAAGX,D,09/04/2007,00:00:00,5.980000019,5.980000019,5.980000019,5.980000019,0,0
#AAAGX,D,09/05/2007,00:00:00,5.920000076,5.920000076,5.920000076,5.920000076,0,0
#AAAGX,D,09/06/2007,00:00:00,5.940000057,5.940000057,5.940000057,5.940000057,0,0
#AAAGX,D,09/07/2007,00:00:00,5.840000153,5.840000153,5.840000153,5.840000153,0,0
#AAAGX,D,09/10/2007,00:00:00,5.840000153,5.840000153,5.840000153,5.840000153,0,0
#AAAGX,D,09/11/2007,00:00:00,5.920000076,5.920000076,5.920000076,5.920000076,0,0
#AAAGX,D,09/12/2007,00:00:00,5.929999828,5.929999828,5.929999828,5.929999828,0,0
